DPFMPS-BasicEst,Spanish,8,34883.25062,1646.979291
DPFMPS-BasicEst,Spanish,9,17604.00397,1522.322075
DPFMPS-BasicEst,Spanish,10,17597.48101,1444.556926
DPFMPS-BasicEst,YearPredictionMSD,3,940367.777,5738.868733
DPFMPS-BasicEst,YearPredictionMSD,4,929622.3975,4420.097812
DPFMPS-BasicEst,YearPredictionMSD,5,904765.5234,3954.45287
DPFMPS-BasicEst,YearPredictionMSD,6,888537.4674,3002.344861
DPFMPS-BasicEst,YearPredictionMSD,7,892145.9908,3060.512313
DPFMPS-BasicEst,YearPredictionMSD,8,866375.6794,2158.07573
DPFMPS-BasicEst,YearPredictionMSD,9,884435.8633,2708.478976
DPFMPS-BasicEst,YearPredictionMSD,10,864462.2527,2048.594586
DPFMPS-2PEst,athlete,3,34946.06607,3056.693857
DPFMPS-2PEst,athlete,4,32316.81096,1765.05354
DPFMPS-2PEst,athlete,5,27370.37756,1565.859987
DPFMPS-2PEst,athlete,6,26214.14545,1591.683972
DPFMPS-2PEst,athlete,7,24529.50343,1258.822579
DPFMPS-2PEst,athlete,8,19806.14524,685.0516143
DPFMPS-2PEst,athlete,9,17271.13688,537.333566
DPFMPS-2PEst,athlete,10,16317.25316,456.0165689
DPFMPS-2PEst,census,3,40393.65577,5269.522401
DPFMPS-2PEst,census,4,35191.6095,3776.630067
DPFMPS-2PEst,census,5,32135.47165,2153.181251
DPFMPS-2PEst,census,6,27211.34484,1414.590494
DPFMPS-2PEst,census,7,28256.2277,1839.513147
DPFMPS-2PEst,census,8,26105.26098,1618.009271
DPFMPS-2PEst,census,9,23976.80616,1291.443615
DPFMPS-2PEst,census,10,24125.32903,1234.763315
DPFMPS-2PEst,Spanish,3,43077.21544,2727.982954
DPFMPS-2PEst,Spanish,4,21049.9027,2315.909109
DPFMPS-2PEst,Spanish,5,21162.26507,2074.59049
DPFMPS-2PEst,Spanish,6,20476.10494,1895.09567
DPFMPS-2PEst,Spanish,7,17776.63549,1722.280852
DPFMPS-2PEst,Spanish,8,17570.92947,1141.070519
DPFMPS-2PEst,Spanish,9,13740.70153,1006.432064
DPFMPS-2PEst,Spanish,10,13251.68033,960.2254596
DPFMPS-2PEst,YearPredictionMSD,3,898789.3181,5667.080583
DPFMPS-2PEst,YearPredictionMSD,4,904126.5159,4942.018076
DPFMPS-2PEst,YearPredictionMSD,5,850380.7431,3551.680729
DPFMPS-2PEst,YearPredictionMSD,6,849253.6526,2968.789428
DPFMPS-2PEst,YearPredictionMSD,7,836525.6716,2146.274901
DPFMPS-2PEst,YearPredictionMSD,8,828652.0622,2064.140707
DPFMPS-2PEst,YearPredictionMSD,9,828936.9597,1968.227848
DPFMPS-2PEst,YearPredictionMSD,10,809064.6027,1911.671287
Fabric,athlete,3,31531.51,3.23
Fabric,athlete,4,25940.71,6.84
Fabric,athlete,5,22189.64,5.54
Fabric,athlete,6,18447.43,3.12
Fabric,athlete,7,17655.63,3.42
Fabric,athlete,8,17180.72,1.99
Fabric,athlete,9,16037.22,2.65
Fabric,athlete,10,14893.22,1.8
Fabric,census,3,37225.29,1.7
Fabric,census,4,33455.43,1.87
Fabric,census,5,31048.8,1.73
Fabric,census,6,29505.3,1.79
Fabric,census,7,28096.24,1.73
Fabric,census,8,26723.46,2.65
Fabric,census,9,25534.92,1.8
Fabric,census,10,24450.01,1.7
Fabric,Spanish,3,20979.08,1.87
Fabric,Spanish,4,19402.94,1.73
Fabric,Spanish,5,18255.26,1.79
Fabric,Spanish,6,17106.45,1.73
Fabric,Spanish,7,15879.38,1.73
Fabric,Spanish,8,16059.97,0.96
Fabric,Spanish,9,14785.54,2.83
Fabric,Spanish,10,14305.49,0.84
Fabric,YearPredictionMSD,3,829520.13,4.37
Fabric,YearPredictionMSD,4,810490.2,1.75
Fabric,YearPredictionMSD,5,796662.85,1.66
Fabric,YearPredictionMSD,6,784810.03,1.56
Fabric,YearPredictionMSD,7,774417.35,2.9
Fabric,YearPredictionMSD,8,765681.51,1.24
Fabric,YearPredictionMSD,9,758705.07,1.64
Fabric,YearPredictionMSD,10,751663.94,1.89
